Type,m2_size,floor,maxfloor,metro,distance,district,applicant,price,string
3-к. квартира,130,3,5,Гостиный двор ,6–10,nan,Агентство,120000,nan
Апартаменты-студия,25,17,20,Парнас ,11–15,nan,Агентство,18000,nan
1-к. квартира,54,7,11,Василеостровская ,16–20,nan,Агентство,55000,nan
4-к. квартира,176,2,7,Петроградская ,6–10,nan,Агентство,130000,nan
1-к. квартира,35,7,25,Пролетарская ,16–20,nan,Агентство,28000,nan
4-к. квартира,150,12,12,Озерки ,5,nan,Агентство,80000,nan
Квартира-студия,20,11,11,Рыбацкое ,21–30,nan,Агентство,23000,nan
3-к. квартира,110,17,17,Комендантский проспект ,5,nan,Агентство,55000,nan
3-к. квартира,65,2,2,Василеостровская ,11–15,nan,Агентство,60000,nan
3-к. квартира,63,9,9,Академическая ,21–30,nan,Агентство,35000,nan
1-к. квартира,52,3,6,Озерки ,31,nan,Агентство,35000,nan
1-к. квартира,36,5,5,nan,nan,пос. Молодёжное,Агентство,15000,nan
1-к. квартира,35,7,12,Ладожская ,31,nan,Агентство,25000,nan
1-к. квартира,49,9,19,Московская ,11–15,nan,Агентство,45000,nan
1-к. квартира,55,1,5,Владимирская ,5,nan,Агентство,80000,nan
4-к. квартира,250,5,6,Горьковская ,5,nan,Агентство,199900,nan
2-к. квартира,78,3,5,Чернышевская ,11–15,nan,Агентство,62000,nan
3-к. квартира,111,2,6,Чкаловская ,5,nan,Агентство,85000,nan
3-к. квартира,112,4,13,Проспект Большевиков ,11–15,nan,Агентство,69000,nan
4-к. квартира,80,2,3,nan,nan,Сестрорецк,Агентство,80000,nan
3-к. квартира,86,9,19,Комендантский проспект ,31,nan,Агентство,40000,nan
2-к. квартира,60,3,17,Площадь Мужества ,21–30,nan,Агентство,45000,nan
1-к. квартира,43,2,5,Московская ,6–10,nan,Агентство,40000,nan
1-к. апартаменты,40,7,11,Площадь Мужества ,11–15,nan,Агентство,58000,nan
3-к. квартира,95,8,25,Комендантский проспект ,31,nan,Агентство,46000,nan
3-к. квартира,70,6,9,Проспект Большевиков ,21–30,nan,Агентство,49000,nan
3-к. квартира,69,14,16,Комендантский проспект ,16–20,nan,Агентство,40000,nan
3-к. квартира,95,4,5,Владимирская ,5,nan,Агентство,75000,nan
Апартаменты-студия,22.8,20,20,Парнас ,11–15,nan,Агентство,17000,nan
2-к. квартира,61,2,2,nan,nan,Пушкин,Агентство,40000,nan
2-к. апартаменты,100,3,7,nan,nan,пос. Репино,Агентство,120000,nan
3-к. квартира,80,5,8,Электросила ,11–15,nan,Агентство,70000,nan
2-к. квартира,119,2,6,Крестовский остров ,6–10,nan,Агентство,240000,nan
3-к. квартира,83,14,16,nan,nan,р-н Красносельский,Агентство,27000,nan
Апартаменты-студия,27,6,11,Площадь Мужества ,11–15,nan,Агентство,40000,nan
1-к. квартира,41.5,8,16,Купчино ,6–10,nan,Агентство,26000,nan
1-к. квартира,33,6,6,Чкаловская ,5,nan,Агентство,40000,nan
3-к. квартира,106,5,12,Приморская ,21–30,nan,Агентство,65000,nan
3-к. квартира,125,13,18,Приморская ,16–20,nan,Агентство,80000,nan
1-к. квартира,42,2,12,Старая деревня ,21–30,nan,Агентство,40000,nan
4-к. квартира,250,7,8,Балтийская ,11–15,nan,Агентство,250000,nan
1-к. квартира,36,7,25,Озерки ,16–20,nan,Агентство,32000,nan
2-к. квартира,68,2,4,Невский проспект ,5,nan,Агентство,65000,nan
3-к. квартира,97,5,12,Площадь Мужества ,31,nan,Агентство,49000,nan
2-к. квартира,90,3,9,Крестовский остров ,11–15,nan,Агентство,120000,nan
2-к. квартира,45,3,5,Проспект Ветеранов ,6–10,nan,Агентство,35000,nan
3-к. квартира,100,3,6,Горьковская ,6–10,nan,Агентство,100000,nan
3-к. квартира,129,4,5,Адмиралтейская ,6–10,nan,Агентство,85000,nan
1-к. квартира,39.2,11,16,Проспект Просвещения ,11–15,nan,Агентство,28000,nan
2-к. квартира,55,10,19,Пролетарская ,6–10,nan,Агентство,40000,nan
3-к. квартира,88,12,25,Пионерская ,11–15,nan,Агентство,60000,nan
3-к. квартира,76,6,9,Комендантский проспект ,16–20,nan,Агентство,45000,nan
1-к. квартира,32,4,5,Парк Победы ,11–15,nan,Агентство,25000,nan
2-к. квартира,82.3,1,12,Василеостровская ,21–30,nan,Агентство,60000,nan
5-к. квартира,123,5,5,Василеостровская ,11–15,nan,Агентство,90000,nan
2-к. квартира,45,3,5,Гражданский проспект ,31,nan,Агентство,22000,nan
2-к. квартира,65,3,5,Чернышевская ,6–10,nan,Агентство,90000,nan
3-к. квартира,131,20,23,nan,nan,Сестрорецк,Агентство,60000,nan
2-к. квартира,70,22,25,Озерки ,11–15,nan,Агентство,55000,nan
3-к. квартира,110,3,9,Чкаловская ,6–10,nan,Агентство,100000,nan
3-к. квартира,78,8,19,Приморская ,31,nan,Агентство,71000,nan
2-к. квартира,84,16,25,Озерки ,16–20,nan,Агентство,55000,nan
2-к. квартира,80,20,23,Парнас ,21–30,nan,Агентство,60000,nan
3-к. квартира,91.5,4,16,Международная ,16–20,nan,Агентство,42000,nan
1-к. квартира,30,7,9,Проспект Просвещения ,21–30,nan,Агентство,20000,nan
3-к. квартира,96.2,6,7,Крестовский остров ,11–15,nan,Агентство,180000,nan
2-к. квартира,68,6,19,Приморская ,31,nan,Агентство,50000,nan
2-к. квартира,84,5,8,Чернышевская ,6–10,nan,Агентство,124500,nan
1-к. квартира,40,2,4,Адмиралтейская ,6–10,nan,Агентство,80000,nan
3-к. квартира,97,2,7,Площадь Восстания ,11–15,nan,Агентство,120000,nan
3-к. квартира,90,3,8,Пролетарская ,6–10,nan,Агентство,42000,nan
1-к. квартира,32,14,20,Парнас ,11–15,nan,Агентство,30000,nan
3-к. квартира,75,20,24,Парнас ,21–30,nan,Агентство,65000,nan
Квартира-студия,25,2,12,Дунайская ,11–15,nan,Агентство,22000,nan
3-к. квартира,74,5,12,Академическая ,11–15,nan,Агентство,56500,nan
2-к. квартира,49,4,10,Лесная ,16–20,nan,Агентство,65000,nan
1-к. квартира,41,2,8,nan,nan,Пушкин,Агентство,23000,nan
2-к. квартира,90,6,16,Московская ,6–10,nan,Агентство,65000,nan
1-к. квартира,55,18,25,Беговая ,11–15,nan,Агентство,43000,nan
4-к. квартира,97,24,24,Беговая ,21–30,nan,Агентство,60000,nan
2-к. квартира,72,12,25,Беговая ,16–20,nan,Агентство,48000,nan
3-к. квартира,80,4,16,nan,nan,р-н Красносельский,Агентство,30000,nan
1-к. квартира,32,3,6,Достоевская ,5,nan,Агентство,35000,nan
1-к. квартира,39,3,9,Озерки ,16–20,nan,Агентство,22000,nan
2-к. квартира,75,2,3,Беговая ,31,nan,Агентство,130000,nan
1-к. квартира,42,9,22,Комендантский проспект ,21–30,nan,Агентство,28000,nan
1-к. квартира,45,7,23,Озерки ,16–20,nan,Агентство,36000,nan
3-к. квартира,110,5,5,Площадь Восстания ,6–10,nan,Агентство,60000,nan
4-к. квартира,103,5,11,Чкаловская ,16–20,nan,Агентство,140000,nan
1-к. квартира,36.1,12,16,Беговая ,5,nan,Агентство,37000,nan
1-к. квартира,40,2,8,Московская ,16–20,nan,Агентство,40000,nan
4-к. квартира,200,6,8,Маяковская ,6–10,nan,Агентство,210000,nan
2-к. квартира,53,3,9,Звёздная ,16–20,nan,Агентство,38500,nan
1-к. квартира,32,5,9,Проспект Ветеранов ,31,nan,Агентство,22000,nan
Квартира-студия,26,6,16,Улица Дыбенко ,21–30,nan,Агентство,28000,nan
3-к. квартира,84.3,11,24,Академическая ,16–20,nan,Агентство,60000,nan
1-к. квартира,39.2,11,16,Проспект Просвещения ,11–15,nan,Агентство,28000,nan
4-к. квартира,102,9,25,Купчино ,31,nan,Агентство,40000,nan
3-к. квартира,90,3,5,Лиговский проспект ,6–10,nan,Агентство,50000,nan
6-к. квартира,90,2,5,Лиговский проспект ,5,nan,Агентство,115000,nan
3-к. квартира,98.2,2,5,Новочеркасская ,6–10,nan,Агентство,50000,nan
2-к. квартира,68,24,24,Звёздная ,6–10,nan,Агентство,60000,nan
3-к. квартира,102.4,4,5,Достоевская ,6–10,nan,Агентство,85000,nan
