Type,m2_size,floor,maxfloor,metro,distance,district,applicant,price,string
1-к. квартира,33.4,2,9,Проспект Большевиков ,31,nan,Собственник,20000,nan
Квартира-студия,23,1,9,Академическая ,31,nan,Собственник,24000,nan
1-к. квартира,43,4,6,nan,nan,Павловск,Собственник,25000,nan
2-к. квартира,58,16,22,Проспект Просвещения ,6–10,nan,Собственник,33000,nan
1-к. квартира,39,8,12,Московская ,16–20,nan,Собственник,29000,nan
Квартира-студия,27,18,21,Старая деревня ,21–30,nan,Собственник,14800,nan
Квартира-студия,24.6,16,25,Комендантский проспект ,31,nan,Собственник,22000,nan
1-к. квартира,37.4,2,9,Приморская ,21–30,nan,Собственник,35000,nan
1-к. квартира,43,9,20,nan,nan,р-н Красносельский,Собственник,35000,nan
1-к. квартира,33,4,9,Проспект Большевиков ,11–15,nan,Собственник,23000,nan
1-к. квартира,44,14,16,Академическая ,21–30,nan,Собственник,25000,nan
2-к. квартира,50,16,25,Парнас ,16–20,nan,Собственник,35000,nan
2-к. квартира,54,7,24,Парнас ,21–30,nan,Собственник,22000,nan
Квартира-студия,24,9,12,nan,nan,р-н Красносельский,Собственник,25000,nan
Квартира-студия,25.6,9,12,Московская ,21–30,nan,Собственник,27000,nan
Квартира-студия,18,13,14,Приморская ,5,nan,Собственник,25000,nan
2-к. квартира,44.3,3,5,nan,nan,Петергоф,Собственник,23000,nan
Квартира-студия,10,2,4,Технологический инт I ,5,nan,Собственник,28000,nan
1-к. квартира,31,5,5,nan,nan,Сестрорецк,Собственник,22000,nan
1-к. квартира,39.1,7,12,Комендантский проспект ,6–10,nan,Собственник,27000,nan
2-к. квартира,42.4,3,5,Проспект Ветеранов ,31,nan,Собственник,35000,nan
2-к. квартира,44.7,5,5,Парк Победы ,21–30,nan,Собственник,25000,nan
1-к. квартира,30,10,13,Академическая ,31,nan,Собственник,26000,nan
1-к. квартира,44,8,24,Проспект Просвещения ,31,nan,Собственник,30000,nan
1-к. квартира,39,11,25,Рыбацкое ,21–30,nan,Собственник,20000,nan
1-к. квартира,30.5,3,9,Ладожская ,31,nan,Собственник,22000,nan
Квартира-студия,24,8,8,nan,nan,р-н Красносельский,Собственник,21000,nan
1-к. квартира,32,2,9,Гражданский проспект ,21–30,nan,Собственник,25000,nan
Квартира-студия,22.5,15,18,Звёздная ,21–30,nan,Собственник,28000,nan
1-к. квартира,39,4,9,Удельная ,5,nan,Собственник,40000,nan
1-к. квартира,45,2,3,nan,nan,р-н Красносельский,Собственник,16000,nan
2-к. квартира,46,5,5,Проспект Славы ,6–10,nan,Собственник,28000,nan
3-к. квартира,60,6,9,Проспект Большевиков ,31,nan,Собственник,34000,nan
1-к. квартира,41,18,19,Комендантский проспект ,31,nan,Собственник,27000,nan
Квартира-студия,26,6,12,nan,nan,р-н Красносельский,Собственник,17500,nan
1-к. квартира,32,3,5,Лесная ,6–10,nan,Собственник,23000,nan
Апартаменты-студия,23,18,20,Парнас ,11–15,nan,Собственник,27000,nan
Апартаменты-студия,19.5,15,21,Парнас ,11–15,nan,Собственник,23000,nan
1-к. квартира,40,10,16,Международная ,16–20,nan,Собственник,30000,nan
1-к. квартира,35,4,20,Звёздная ,11–15,nan,Собственник,35000,nan
1-к. квартира,42,6,8,Комендантский проспект ,31,nan,Собственник,25000,nan
Квартира-студия,30,2,20,Рыбацкое ,31,nan,Собственник,21000,nan
2-к. квартира,49.9,6,12,Политехническая ,21–30,nan,Собственник,30000,nan
Апартаменты-студия,27,6,11,Площадь Мужества ,11–15,nan,Собственник,25000,nan
2-к. квартира,50,30,34,Обухово ,21–30,nan,Собственник,38000,nan
Квартира-студия,25,7,23,Купчино ,31,nan,Собственник,20000,nan
Квартира-студия,22,8,27,Парнас ,21–30,nan,Собственник,27000,nan
2-к. квартира,44.5,2,14,Проспект Ветеранов ,21–30,nan,Собственник,30000,nan
Апартаменты-студия,44,5,10,Василеостровская ,16–20,nan,Собственник,33000,nan
1-к. квартира,30,3,5,Парк Победы ,16–20,nan,Собственник,25000,nan
Квартира-студия,25,11,19,Ломоносовская ,11–15,nan,Собственник,27000,nan
Квартира-студия,24,2,25,Комендантский проспект ,31,nan,Собственник,22000,nan
2-к. квартира,49.9,9,14,Проспект Большевиков ,11–15,nan,Собственник,30000,nan
2-к. квартира,36,2,5,Сенная площадь ,5,nan,Собственник,40000,nan
2-к. квартира,36,2,5,Сенная площадь ,5,nan,Собственник,40000,nan
1-к. квартира,43,10,12,nan,nan,р-н Красносельский,Собственник,35000,nan
2-к. квартира,56,4,5,Московская ,6–10,nan,Собственник,45000,nan
1-к. квартира,33,9,12,Проспект Большевиков ,31,nan,Собственник,25000,nan
2-к. квартира,50,9,9,Ленинский проспект ,11–15,nan,Собственник,25000,nan
2-к. квартира,54.6,11,18,Приморская ,21–30,nan,Собственник,40000,nan
1-к. квартира,38,22,22,Ладожская ,31,nan,Собственник,35000,nan
2-к. апартаменты,43,19,21,Звёздная ,6–10,nan,Собственник,34000,nan
1-к. квартира,47,5,20,Приморская ,16–20,nan,Собственник,33000,nan
Апартаменты-студия,25,13,25,Комендантский проспект ,31,nan,Собственник,23000,nan
1-к. квартира,38.4,8,9,nan,nan,Красное Село,Собственник,21000,nan
1-к. квартира,38,14,18,Парнас ,11–15,nan,Собственник,29000,nan
2-к. квартира,64,5,10,Дунайская ,5,nan,Собственник,35000,nan
1-к. квартира,40,13,25,Беговая ,21–30,nan,Собственник,27000,nan
Квартира-студия,26,9,17,Московские ворота ,16–20,nan,Собственник,35000,nan
2-к. квартира,52.5,8,10,Проспект Славы ,6–10,nan,Собственник,31000,nan
Квартира-студия,26,15,24,Улица Дыбенко ,31,nan,Собственник,22000,nan
Квартира-студия,25,4,5,nan,nan,р-н Московский,Собственник,12500,nan
2-к. квартира,54.7,14,14,Приморская ,11–15,nan,Собственник,45000,nan
1-к. квартира,35,7,9,Ломоносовская ,11–15,nan,Собственник,27000,nan
1-к. квартира,58,7,7,Фрунзенская ,6–10,nan,Собственник,45000,nan
Квартира-студия,24,8,17,Электросила ,11–15,nan,Собственник,25000,nan
1-к. квартира,35,12,16,Выборгская ,21–30,nan,Собственник,24000,nan
1-к. квартира,35.2,11,25,Парнас ,16–20,nan,Собственник,25000,nan
1-к. квартира,50,5,25,Пионерская ,5,nan,Собственник,40000,nan
Квартира-студия,32,5,16,nan,nan,пос. Новогорелово,Собственник,19000,nan
1-к. квартира,32,5,5,Академическая ,11–15,nan,Собственник,25000,nan
2-к. квартира,51.1,9,25,Парнас ,16–20,nan,Собственник,30000,nan
1-к. квартира,32,5,5,nan,nan,р-н Московский,Собственник,22000,nan
Апартаменты-студия,26,10,14,Кировский завод ,5,nan,Собственник,30000,nan
2-к. квартира,57.3,6,7,Московская ,11–15,nan,Собственник,35000,nan
